gtfsid;name;vltid;vltnamn;vltnamn2;;;;;
7422207;Sillebotten;83097;Norra Bogerud;Norra Bogerud;;;;;
7422199;Sillerud;64032;Norra Borgvik;Norra Borgvik;;;;;
7411350;Sillingsfors;37055;Norra Brattmon;Norra Brattmon;;;;;
7450750;Silvergruvsvägen;30044;Norra By;Norra By;;;;;
7422216;Simonstorp;60037;Norra Dalbäcken;Norra Dalbäcken;;;;;
7411363;Sjöbyn;85136;Norra Djupviken;Norra Djupviken;;;;;
7458907;Sjödalen;85066;Norra Ed;Norra Ed;;;;;
7420230;Sjögränd;80579;Norra Edsgatan;Norra Edsgatan;;;;;
7434463;Sjölycka;84194;Norra Fjäll;Norra Fjäll;;;;;
7457239;Sjötorp;84201;Norra Fjöle;Norra Fjöle;;;;;
7458203;Sjöändan;84322;Norra Furtan;Norra Furtan;;;;;
7458860;Sjöändan;62012;Norra Gersby;Norra Gersby;;;;;
7457883;Skacklerud;66050;Norra Granbäck;Norra Granbäck;;;;;
7457283;Skagene;37107;Norra Gravol;Norra Gravol;;;;;
7457944;Skane;84195;Norra Gravås;Norra Gravås;;;;;
7457102;Skansenvägen;15060;Norra Hannäsvägen;Norra Hannäsvägen;;;;;
7457043;Skarbol;60039;Norra Hedås;Norra Hedås;;;;;
7458861;Skarbol;83094;Norra Hornnäs;Norra Hornnäs;;;;;
7464349;Skassåsbron Norra brofä;83095;Norra Källås;Norra Källås;;;;;
7411378;Skasåsbron fd affären;83098;Norra Lakheden;Norra Lakheden;;;;;
7422215;Skattebol;83099;Norra Loffstrand;Norra Loffstrand;;;;;
7457884;Skattkärr Annelundsväge;83184;Norra Mossberg;Norra Mossberg;;;;;
7457885;Skattkärr Beckasinvägen;82089;Norra Motjärnshyttan;Norra Motjärnshyttan;;;;;
7457869;Skattkärr Norra Vägen;80721;Norra Myrom;Norra Myrom;;;;;
7457880;Skattkärr Sjögatan;37057;Norra Ny kyrka;Norra Ny kyrka;;;;;
7401297;Skattkärr skolan;15038;Norra Näs;Norra Näs;;;;;
7457887;Skattkärr Snäppvägen;66140;Norra Näs (Stöpafors);Norra Näs (Stöpafors);;;;;
7457882;Skattkärr Östra Silon;80583;Norra Sanna;Norra Sanna;;;;;
7411398;Skillingsfors;60041;Norra Sjötorp;Norra Sjötorp;;;;;
7457512;Skinnargården;81112;Norra Sjöändan;Norra Sjöändan;;;;;
7457349;Skivedsleden;61053;Norra Skagene;Norra Skagene;;;;;
7457350;Skivedtorp;63030;Norra Skived;Norra Skived;;;;;
7458313;Skjutbanan;83096;Norra Skoga;Norra Skoga;;;;;
7458661;Skjutsbol;65063;Norra Slämtegen;Norra Slämtegen;;;;;
7411402;Skog;81313;Norra Stenåsen;Norra Stenåsen;;;;;
7458862;Skog;84196;Norra Stömnevägen;Norra Stömnevägen;;;;;
7411403;Skogen;62013;Norra Tjärne;Norra Tjärne;;;;;
7457510;Skogen;61054;Norra Tye;Norra Tye;;;;;
7457251;Skoghall Biblioteket;37132;Norra Utterbyn;Norra Utterbyn;;;;;
7425756;Skoghall Bryggerivägen;80738;Norra Viken;Norra Viken;;;;;
7400820;Skoghall centrum;37058;Norra Värnäs;Norra Värnäs;;;;;
7457250;Skoghall Edsviksvägen;66049;Norra Västerrottna;Norra Västerrottna;;;;;
7457285;Skoghall Frödingsvägen;80667;Norra Älvåker;Norra Älvåker;;;;;
7425754;Skoghall Gunnarskär;83100;Norra Öjenäs;Norra Öjenäs;;;;;
7457286;Skoghall Hagakorset;37169;Norra Överbyn;Norra Överbyn;;;;;
7422235;Skoghall Hälltorp;80587;Norsbron;Norsbron;;;;;
7422236;Skoghall Lövnäs;60051;Norsbäcken;Norsbäcken;;;;;
7424619;Skoghall Mörmoskolan;83101;Norsdalen;Norsdalen;;;;;
7422244;Skoghall Nolgård;81009;Norum;Norum;;;;;
7457252;Skoghall Parkvägen;80589;Norumsvägen;Norumsvägen;;;;;
7425753;Skoghall Segelvägen;83102;Nybacka;Nybacka;;;;;
7457290;Skoghall Södra Vägen;81321;Nybble Macken;Nybble Macken;;;;;
7457291;Skoghall Valsvägen;81319;Nybble rv 26;Nybble rv 26;;;;;
7457292;Skoghall Vidövägen;81322;Nybygget;Nybygget;;;;;
7436015;Skoghallsleden;82090;Nykroppa Bergslagsvägen;Nykroppa Bergslagsvägen;;;;;
7458417;Skomakargården;82121;Nykroppa Gammelkroppavägen;Nykroppa Gammelkroppavägen;;;;;
7422331;Skottlanda;82092;Nykroppa Rävåsen;Nykroppa Rävåsen;;;;;
7458205;Skottlandavägen;82093;Nykroppa Tåg hpl;Nykroppa Tåg hpl;;;;;
7458864;Skumperudsvägen;82094;Nykroppa Ängsvägen;Nykroppa Ängsvägen;;;;;
7457950;Skyltorp;37059;Nyskoga;Nyskoga;;;;;
7457423;Skålerud;85068;Nysäters busstation;Nysäters busstation;;;;;
7420190;Skålviken;85186;Nysäters vårdcentral;Nysäters vårdcentral;;;;;
7457890;Skånevägen;83175;Nytäppa;Nytäppa;;;;;
7425761;Skåre Ilanda Bytespunkt;84202;Näbbol;Näbbol;;;;;
7456961;Skårebol;37060;Näckån;Näckån;;;;;
7422333;Skäggebyn;81325;Nässundets station;Nässundets station;;;;;
7457028;Skällarbyn;60043;Näsvägen (Storfors);Näsvägen (Storfors);;;;;
7422297;Skärmnäs;60091;Näverviken;Näverviken;;;;;
7458485;Skärmnäs vägskäl;37170;Nötövägen;Nötövägen;;;;;
7458717;Skönbacken;37061;Oleby;Oleby;;;;;
7458662;Slorud;37145;Oleby Sjömansvägen;Oleby Sjömansvägen;;;;;
7411442;Slottsbron E45 Åstorpsvägen;37144;Oleby Station;Oleby Station;;;;;
7420011;Slottsbron kiosken;37143;Oleby Stationsvägen;Oleby Stationsvägen;;;;;
7424612;Slottsbron Macken;83104;Olsgården;Olsgården;;;;;
7457395;Slottsbron Oxbråtsgatan;63031;Olsäter;Olsäter;;;;;
7457217;Släbråten;63033;Orretorp;Orretorp;;;;;
7464310;Släbråtsängen;2207;Oslo S;Oslo S;;;;;
7457048;Slärtegen;84203;Ottebols station;Ottebols station;;;;;
7458314;Slätthallarna;85069;Oxåsen;Oxåsen;;;;;
7458206;Slättomsvägen;82117;Paradis;Paradis;;;;;
7422269;Smedsbyn;82011;Paradisgård (Byggdegården);Paradisgård (Byggdegården);;;;;
7434873;Smådal;82095;Persberg rv 63;Persberg rv 63;;;;;
7457351;Småris;82096;Persbergs station;Persbergs station;;;;;
7458866;Smärsbol;81329;Persbol (Ölme);Persbol (Ölme);;;;;
7457425;Snarkilsvägen;84205;Perserud;Perserud;;;;;
7457030;Sofielund;84206;Perserudsvägen;Perserudsvägen;;;;;
7457892;Solberg;37109;Petteråsen;Petteråsen;;;;;
7411453;Solberga;84207;Pickerud;Pickerud;;;;;
7465404;Solhem;83105;Piken;Piken;;;;;
7458315;Sommarsta;82097;Piludden;Piludden;;;;;
7458238;Sommerstagård;64034;Portilavägen;Portilavägen;;;;;
7449892;Spjutberget;81330;Posseberg;Posseberg;;;;;
7458207;Spjutbäcken;60044;Posthagarna;Posthagarna;;;;;
7457893;Spånga;84210;Prästhög;Prästhög;;;;;
7457894;Spångavägen;85070;Punsbol;Punsbol;;;;;
7411466;Spårtorp;83174;Pustbacken (Gräs);Pustbacken (Gräs);;;;;
7458867;Spässlanda;83106;Pustbacken (Höje);Pustbacken (Höje);;;;;
7458418;Stackerud;82098;Påland;Påland;;;;;
7458228;Stakängen;30047;Påterud;Påterud;;;;;
7457956;Stallplatsvägen;81432;Pärsbolsvägen;Pärsbolsvägen;;;;;
7411479;Stavnäs;66052;Pörte;Pörte;;;;;
7457895;Steffens väg;84211;Racken;Racken;;;;;
7458899;Stegelsrud;84212;Rackstad;Rackstad;;;;;
7422317;Stegenborg;37062;Ransby handel;Ransby handel;;;;;
7458316;Steglen;66053;Ransbytorp;Ransbytorp;;;;;
7457426;Stenbyn;62020;Ransäter Geijersgården;Ransäter Geijersgården;;;;;
7458419;Stenbäcken;62014;Ransäter Hembygdsgården;Ransäter Hembygdsgården;;;;;
7457517;Stenserud;62015;Ransäter Rudtorpsbron;Ransäter Rudtorpsbron;;;;;
7458317;Stensta;62016;Ransäters kyrka;Ransäters kyrka;;;;;
7458665;Stenstad;62023;Ransäterskolan;Ransäterskolan;;;;;
7401410;Stjerneskolan station;62017;Ransäterstorp;Ransäterstorp;;;;;
7458318;Stjälpet;81336;Revsand;Revsand;;;;;
7457218;Stockviken;81044;Revsten;Revsten;;;;;
7411502;Stommen;15039;Ringstadsvägen;Ringstadsvägen;;;;;
7458320;Stora höjden;37063;Rinn;Rinn;;;;;
7458667;Stora Näs;37802;Rinn Korsningen;Rinn Korsningen;;;;;
7458319;Stora Sten;83107;Risberg (VTAB);Risberg (VTAB);;;;;
7458668;Stora Årbotten;63034;Risäter;Risäter;;;;;
7457105;Storbergsvägen;64035;Rolfsbol;Rolfsbol;;;;;
7457162;Storfall;84214;Rollens verkstad;Rollens verkstad;;;;;
7457222;Storfors Idrottsplatsen;64052;Romängen (Grums);Romängen (Grums);;;;;
7424624;Storfors Kroppavägen;87031;Rosensjö;Rosensjö;;;;;
7457187;Storfors Norra Kroppavä;87032;Rosensjö västra;Rosensjö västra;;;;;
7457226;Storfors Rv 26;37111;Rottnaberg;Rottnaberg;;;;;
7400347;Storfors station;66054;Rottneros;Rottneros;;;;;
7458966;Storfors Vargbroskolan;66125;Rottneros Park;Rottneros Park;;;;;
7458670;Stortorpet;66142;Rottneros station;Rottneros station;;;;;
7457897;Strand;66055;Rottneros Villastaden;Rottneros Villastaden;;;;;
7458722;Strand (Glava);66122;Rottneros Värdshuset;Rottneros Värdshuset;;;;;
7458671;Strand (Åmotfors);83109;Rotviken;Rotviken;;;;;
7458868;Strandhaget;80597;Rud (Almar);Rud (Almar);;;;;
7404309;Strandsågen;61093;Rud (Hammarö);Rud (Hammarö);;;;;
7458672;Stranna;66056;Rud (Östra Ämtervik);Rud (Östra Ämtervik);;;;;
7458723;Stretsbol;80598;Rudsberg;Rudsberg;;;;;
7457898;Strömsberg;85071;Rudsbyn;Rudsbyn;;;;;
7458673;Stubberud (Glava);30048;Rudsgården;Rudsgården;;;;;
7458674;Stubberud (Klässbol);61056;Rudsgården (Hammarö);Rudsgården (Hammarö);;;;;
7422287;Stålsberga;80599;Rudsheden;Rudsheden;;;;;
7431511;Stöllet Konsum;63035;Rudshult;Rudshult;;;;;
7400821;Stöllet väg 62;81351;Rudskoga;Rudskoga;;;;;
7422373;Stömne gamla affären;81340;Rudskoga kyrka;Rudskoga kyrka;;;;;
7411536;Stömne Södra infarten;80537;Rudstaängarna;Rudstaängarna;;;;;
7411537;Stöpafors Herrgård;81341;Runnebolskorset;Runnebolskorset;;;;;
7422372;Stöpafors rv 45;66130;Råby;Råby;;;;;
7458321;Stöpsjövägen;80606;Råbäck;Råbäck;;;;;
7458719;Sulvik Glavavägen;66057;Råbäcken (VTAB);Råbäcken (VTAB);;;;;
7411540;Sulvik Macken;83111;Råda;Råda;;;;;
7458677;Sulvik Åmotforsvägen;83053;Råda rastplatsen;Råda rastplatsen;;;;;
7458718;Sulviks skola;83112;Råda Risätersvägen;Råda Risätersvägen;;;;;
7411542;Sund (Hagfors);83113;Rådastrand;Rådastrand;;;;;
7425868;Sund (Sunnemo);37095;Rådom (Torsby);Rådom (Torsby);;;;;
7458210;Sundby;66058;Rådom (Östra Ämtervik);Rådom (Östra Ämtervik);;;;;
7457396;Sundet;60045;Råglanda (Storfors);Råglanda (Storfors);;;;;
7458421;Sundfall;85072;Råglanda (Värmlandsnäs);Råglanda (Värmlandsnäs);;;;;
7458422;Sundheden;84215;Ränkesed;Ränkesed;;;;;
7411545;Sundshagsfors;37064;Rännberg;Rännberg;;;;;
7422188;Sundsjön;81427;Räverudsvägen;Räverudsvägen;;;;;
7457242;Sundstorp;15041;Rävlinge;Rävlinge;;;;;
7457899;Sundvägen;81343;Rävtorp;Rävtorp;;;;;
7471330;Sunne Brobygrafiska;84216;Räxed;Räxed;;;;;
7457480;Sunne Fryxellska skolan;84217;Räxedstranna;Räxedstranna;;;;;
7457483;Sunne Hotell Selma Lage;37130;Röbjörkeby;Röbjörkeby;;;;;
7457484;Sunne Isbjörnsvägen;37065;Röjdåfors;Röjdåfors;;;;;
7457478;Sunne kyrka;37002;Röjdåfors Kulturstation;Röjdåfors Kulturstation;;;;;
7457485;Sunne Långgatan;60049;Röjseln;Röjseln;;;;;
7457527;Sunne Pekås;65031;Rök;Rök;;;;;
7457479;Sunne Skicenter;30066;Rönningen;Rönningen;;;;;
7400184;Sunne station;65032;Rössbyn;Rössbyn;;;;;
7457488;Sunne Storgatan;60105;Rötterna;Rötterna;;;;;
7457487;Sunne Sundsbergs gård;66026;S Hälserud;S Hälserud;;;;;
7457489;Sunne Tingshuset;65033;Sandaholm;Sandaholm;;;;;
7457490;Sunne Torget;84220;Sandbräckan;Sandbräckan;;;;;
7422369;Sunne vårdcentral;37066;Sandheden;Sandheden;;;;;
7411549;Sunnemo kyrka;60048;Sandsjötorp;Sandsjötorp;;;;;
7458425;Sunnemohyttan;82028;Sandviken (Filipstad);Sandviken (Filipstad);;;;;
7458869;Sunsa;15043;Sandviken (Frykerud);Sandviken (Frykerud);;;;;
7457900;Sutterhöjdsvägen;66060;Sandviken Gräsmark;Sandviken Gräsmark;;;;;
7400822;Svanskog Centrumkiosken;84221;Sandviksvägen (Edane);Sandviksvägen (Edane);;;;;
7458870;Svanskogs skola;64036;Sandåsen;Sandåsen;;;;;
7458322;Svartå;81083;Sannabadet;Sannabadet;;;;;
7450779;Svartälvsvägen;66061;Sannäs;Sannäs;;;;;
7449750;Sveafallen;30009;Saxebyn;Saxebyn;;;;;
7463353;Sveagatan Degerfors;15044;Saxebyvägen;Saxebyvägen;;;;;
7457901;Svedenäs;98014;Saxhyttan rv 63;Saxhyttan rv 63;;;;;
7450893;Svenneby E45;82100;Saxån;Saxån;;;;;
7411565;Svensbyn;61011;Segelvägen;Segelvägen;;;;;
7457491;Svensbyåsarna;84222;Segerfors;Segerfors;;;;;
7456962;Svenserud;80617;Segerstadsvägen E18;Segerstadsvägen E18;;;;;
7425758;Svenshult;64055;Segmon;Segmon;;;;;
7457352;Syrsjön;64038;Segmon Snutterudsvägen;Segmon Snutterudsvägen;;;;;
7457107;Sysslebäck Kvistbergsvä;64039;Segmon Sågtorpsskolan;Segmon Sågtorpsskolan;;;;;
7457108;Sysslebäck parken;64040;Segmon Västra Vallgatan;Segmon Västra Vallgatan;;;;;
7457100;Sysslebäck Servicehuset;65034;Selen;Selen;;;;;
7400828;Sysslebäcks centrum;65035;Sillebotten;Sillebotten;;;;;
7458714;Sågen;65036;Sillerud;Sillerud;;;;;
7458679;Sågmon;85075;Sillingsfors;Sillingsfors;;;;;
7411571;Såneby;84223;Simonstorp;Simonstorp;;;;;
7457524;Sånebytorp;85076;Sjöbyn;Sjöbyn;;;;;
7458871;Säffle Annelundsskolan;85132;Sjödalen;Sjödalen;;;;;
7458911;Säffle Annelundsvägen;83118;Sjögränd;Sjögränd;;;;;
7434880;Säffle Annelundsvägen 2;84388;Sjölycka;Sjölycka;;;;;
7434882;Säffle Annelundsvägen 3;60095;Sjötorp (Storfors);Sjötorp (Storfors);;;;;
7458872;Säffle Backgatan;81352;Sjöändan (Kristinehamn);Sjöändan (Kristinehamn);;;;;
7458929;Säffle Backgatan/Tabor;85077;Sjöändan (Långserud);Sjöändan (Långserud);;;;;
7430428;Säffle Björkbacken;80618;Skacklerud;Skacklerud;;;;;
7435796;Säffle Bondevägen;61057;Skagene;Skagene;;;;;
7435272;Säffle Duse Udde Campin;80716;Skane;Skane;;;;;
7435279;Säffle Enbärsvägen 7;37069;Skansenvägen;Skansenvägen;;;;;
7458905;Säffle Fabriksgatan;30071;Skarbol;Skarbol;;;;;
7458936;Säffle Forskningen;85078;Skarbol (Långserud);Skarbol (Långserud);;;;;
7458914;Säffle Fältgatan;84398;Skassåsbron Norra brofästet;Skassåsbron Norra brofästet;;;;;
7458873;Säffle Gamla Åmålsvägen;84225;Skasåsbron fd affären;Skasåsbron fd affären;;;;;
7435256;Säffle Granbäcksvägen;84100;Skattebol;Skattebol;;;;;
7458874;Säffle Götavägen;80619;Skattkärr Annelundsvägen;Skattkärr Annelundsvägen;;;;;
7430429;Säffle Götavägen 26;80620;Skattkärr Beckasinvägen;Skattkärr Beckasinvägen;;;;;
7430430;Säffle Götavägen 40;80584;Skattkärr Norra Vägen;Skattkärr Norra Vägen;;;;;
7430431;Säffle Götavägen 58;80609;Skattkärr Sjögatan;Skattkärr Sjögatan;;;;;
7458931;Säffle Hamngatan 3;80623;Skattkärr skolan;Skattkärr skolan;;;;;
7422338;Säffle Hermes;80624;Skattkärr Snäppvägen;Skattkärr Snäppvägen;;;;;
7458834;Säffle Herrgårdsgymnasi;30051;Skillingsfors;Skillingsfors;;;;;
7458904;Säffle Höglunda;66112;Skinnargården;Skinnargården;;;;;
7458810;Säffle Höglundaskolan;63036;Skived Konsum Närköp;Skived Konsum Närköp;;;;;
7471331;Säffle ICA;63037;Skivedsleden;Skivedsleden;;;;;
7458875;Säffle Jupiter;63038;Skivedtorp;Skivedtorp;;;;;
7450882;Säffle Järnvägsgatan;82101;Skjutbanan (VTAB);Skjutbanan (VTAB);;;;;
7434468;Säffle Kaptensgården;84228;Skjutsbol;Skjutsbol;;;;;
7458906;Säffle Karlstadsvägen;84229;Skog (Finnebäck);Skog (Finnebäck);;;;;
7458922;Säffle Kilavägen 31;85079;Skog (Gillberga);Skog (Gillberga);;;;;
7458917;Säffle Kilavägen 47;65038;Skogen (Sillerud);Skogen (Sillerud);;;;;
7458926;Säffle Kilavägen 5-3;66110;Skogen (Östra Ämtervik);Skogen (Östra Ämtervik);;;;;
7434465;Säffle Lindbacken;61006;Skoghall Biblioteket;Skoghall Biblioteket;;;;;
7458916;Säffle Lindstedtsgatan;61058;Skoghall centrum;Skoghall centrum;;;;;
7458973;Säffle Lugnadal;61004;Skoghall Edsviksvägen;Skoghall Edsviksvägen;;;;;
7458927;Säffle Lugnadalsgatan 5;61062;Skoghall Frödingsvägen;Skoghall Frödingsvägen;;;;;
7458930;Säffle Magasinsgatan;61066;Skoghall Hagakorset;Skoghall Hagakorset;;;;;
7450891;Säffle Mångatan;61071;Skoghall Mörmoskolan;Skoghall Mörmoskolan;;;;;
7435281;Säffle N Rolfserudsväge;61008;Skoghall Parkvägen;Skoghall Parkvägen;;;;;
7435258;Säffle Norra Rolfseruds;61076;Skoghall Södra Vägen;Skoghall Södra Vägen;;;;;
7430425;Säffle Näsvägen 4;61078;Skoghall Vidövägen;Skoghall Vidövägen;;;;;
7430427;Säffle Näsvägen 5;61000;Skoghallsleden;Skoghallsleden;;;;;
7430416;Säffle S Rolfserudsväge;83121;Skomakargården;Skomakargården;;;;;
7412491;Säffle sjukhus;81354;Skottlanda;Skottlanda;;;;;
7458974;Säffle Sporthälla;81355;Skottlandavägen;Skottlandavägen;;;;;
7458877;Säffle Stadshuset;85081;Skumperudsvägen;Skumperudsvägen;;;;;
7400023;Säffle station;80723;Skyltorp;Skyltorp;;;;;
7458921;Säffle Stjärngatan 7;65039;Skålerud;Skålerud;;;;;
7435274;Säffle Stockvägen 10;83122;Skålviken;Skålviken;;;;;
7435276;Säffle Stockvägen 46;80631;Skånevägen;Skånevägen;;;;;
7458923;Säffle Stubbmyrsvägen;15046;Skårebol;Skårebol;;;;;
7430421;Säffle Sundsgatan 23;80695;Skårekyrkan;Skårekyrkan;;;;;
7430420;Säffle Sundsgatan 26;85082;Skäggebyn;Skäggebyn;;;;;
7440978;Säffle Säterivägen;30052;Skällarbyn;Skällarbyn;;;;;
7458938;Säffle Tallvägen/Gräsho;81064;Skäringsbol;Skäringsbol;;;;;
7458937;Säffle Tallvägen/Nävret;81068;Skäringsbolsvägen;Skäringsbolsvägen;;;;;
7458940;Säffle Tallvägen/Ollonb;84230;Skärmnäs;Skärmnäs;;;;;
7471332;Säffle Tegnérhallen;84020;Skärmnäs vägskäl;Skärmnäs vägskäl;;;;;
7458817;Säffle Tegnérskolan;84304;Skönbacken;Skönbacken;;;;;
7435278;Säffle Treabacksvägen 7;84231;Slorud;Slorud;;;;;
7458878;Säffle Vallgatan;64041;Slottsbron Kiosken;Slottsbron Kiosken;;;;;
7430434;Säffle Vallgatan 25;64042;Slottsbron Macken;Slottsbron Macken;;;;;
7434740;Säffle Vallgatan 9;64043;Slottsbron Oxbråtsgatan;Slottsbron Oxbråtsgatan;;;;;
7458919;Säffle Vintergatan 13;64044;Slottsbron Åstorpsvägen;Slottsbron Åstorpsvägen;;;;;
7458920;Säffle Vintergatan 25;60050;Släbråten;Släbråten;;;;;
7458918;Säffle Vintergatan 3;60047;Släbråtsängen;Släbråtsängen;;;;;
7440983;Säffle vårdcentral;65040;Slämtegen;Slämtegen;;;;;
7458913;Säffle Återslöpsvägen 2;30076;Slärtegen;Slärtegen;;;;;
7458912;Säffle Återslöpsvägen 3;82102;Slätthallarna;Slätthallarna;;;;;
7435260;Säffle Älvhagsgatan;81359;Slättomsvägen;Slättomsvägen;;;;;
7458915;Säffle Älvängsgatan;84384;Smedberg;Smedberg;;;;;
7458932;Säffle Ö:a Storgatan 6;66062;Smedsbyn;Smedsbyn;;;;;
7458939;Säffle Ö:a Storgatan 9;84386;Smådal;Smådal;;;;;
7411574;Sälboda gamla Konsum;63039;Småris;Småris;;;;;
7458680;Sälbodavägen;85083;Smärsbol;Smärsbol;;;;;
7422301;Säldebråten;65041;Snarkilsvägen;Snarkilsvägen;;;;;
7458426;Säljheden;30054;Sofielund;Sofielund;;;;;
7458211;Sälsåsen;80635;Solberg;Solberg;;;;;
7422261;Säterbron;30055;Solberga (Koppom);Solberga (Koppom);;;;;
7411575;Sätergården;84406;Solhem;Solhem;;;;;
7458682;Säterud;80638;Sommarro golfbana;Sommarro golfbana;;;;;
7422240;Sätter;82103;Sommarsta;Sommarsta;;;;;
7458230;Sättravägen;81425;Sommerstagård;Sommerstagård;;;;;
7457110;Södra Amnerud;87035;Spjutberget;Spjutberget;;;;;
7458427;Södra Bogerud;81361;Spjutbäcken;Spjutbäcken;;;;;
7457902;Södra Bohagen;80636;Spånga;Spånga;;;;;
7457111;Södra Brattmon;80637;Spångavägen;Spångavägen;;;;;
7457952;Södra Brukmon;83123;Spårtorp;Spårtorp;;;;;
7458857;Södra Ed;85084;Spässlanda;Spässlanda;;;;;
7457881;Södra Edsgatan;83124;Stackerud;Stackerud;;;;;
7458711;Södra Fjöle;81415;Stakängen;Stakängen;;;;;
7457319;Södra Gersby;80887;Stallplatsvägen;Stallplatsvägen;;;;;
7457127;Södra Gravol;84234;Stavnäs;Stavnäs;;;;;
7458684;Södra Gravås;80641;Steffens Väg (VTAB);Steffens Väg (VTAB);;;;;
7458231;Södra Hedhultsvägen;85124;Stegelsrud;Stegelsrud;;;;;
7457353;Södra Hedås;60052;Stegenborg;Stegenborg;;;;;
7458428;Södra Höje;82104;Steglen;Steglen;;;;;
7457112;Södra Klaråsen;65042;Stenbyn (VTAB);Stenbyn (VTAB);;;;;
7458323;Södra Långban;83125;Stenbäcken;Stenbäcken;;;;;
7458414;Södra Mossberg;66117;Stenserud;Stenserud;;;;;
7411308;Södra Ny kyrka;82105;Stensta;Stensta;;;;;
7458213;Södra Nässundet;84235;Stenstad;Stenstad;;;;;
7458255;Södra Prästbäcken;82106;Stjälpet;Stjälpet;;;;;
7458685;Södra Rackstad;60053;Stockviken;Stockviken;;;;;
7457904;Södra Sanna;65043;Stommen;Stommen;;;;;
7458898;Södra Skane;84236;Stommen (Gunnarskog);Stommen (Gunnarskog);;;;;
7411312;Södra Skoga;82108;Stora höjden;Stora höjden;;;;;
7458200;Södra Stenåsen;84238;Stora Näs;Stora Näs;;;;;
7457528;Södra Stöpafors;82107;Stora Sten;Stora Sten;;;;;
7457320;Södra Tjärne;84239;Stora Årbotten;Stora Årbotten;;;;;
7457905;Södra Tjärnmossen;37072;Storbergsvägen;Storbergsvägen;;;;;
7458251;Södra Torpa;37141;Storfall;Storfall;;;;;
7457295;Södra Tye;60062;Storfors Idrottsplatsen;Storfors Idrottsplatsen;;;;;
7457152;Södra Utterbyn;60065;Storfors Kroppavägen;Storfors Kroppavägen;;;;;
7424631;Södra Viken;60003;Storfors Norra Kroppavägen;Storfors Norra Kroppavägen;;;;;
7458429;Södra Väsby;60063;Storfors resecentrum;Storfors resecentrum;;;;;
7457519;Södra Västerrottna;60072;Storfors Riksväg 26;Storfors Riksväg 26;;;;;
7458430;Södra Yggenäs;60030;Storfors Vargbroskolan;Storfors Vargbroskolan;;;;;
7422266;Södra Ås;60038;Storfors vårdcentral;Storfors vårdcentral;;;;;
7458431;Södra Öjenäs;84241;Stortorpet;Stortorpet;;;;;
7458686;Sölje;84309;Strand (Glava);Strand (Glava);;;;;
7411590;Sölje Tångberg;80645;Strand (Molkom);Strand (Molkom);;;;;
7457033;Söpple;84242;Strand (Åmotfors);Strand (Åmotfors);;;;;
7411593;Sörby;85085;Strandhaget;Strandhaget;;;;;
7411596;Sörmark;64045;Strandsågen;Strandsågen;;;;;
7465386;Sörmark skola;84243;Stranna;Stranna;;;;;
7457906;Sörmon;84310;Stretsbol;Stretsbol;;;;;
7457907;Sörmons Ridklubb;80647;Strömsberg (VTAB);Strömsberg (VTAB);;;;;
7457908;Sörmoverket;84245;Stubberud  (Klässbol);Stubberud (Klässbol);;;;;
7457227;Sörmyren;84244;Stubberud (Glava);Stubberud (Glava);;;;;
7422243;Takene;84247;Stålsberga;Stålsberga;;;;;
7458687;Takene;37172;Stöllet Konsum;Stöllet Konsum;;;;;
7457115;Tallholmen;37073;Stöllet Rv 62;Stöllet Rv 62;;;;;
7458433;Tallhultsvägen;84249;Stömne gamla affären;Stömne gamla affären;;;;;
7422204;Tenvik;84250;Stömne södra infarten;Stömne södra infarten;;;;;
7411609;Tidafors;66065;Stöpafors Herrgården;Stöpafors Herrgården;;;;;
7449825;Timsbron norra;66066;Stöpafors rv 45;Stöpafors rv 45;;;;;
7421140;Timsbron södra;82109;Stöpsjövägen;Stöpsjövägen;;;;;
7457354;Tjusbol;84306;Sulvik Glavavägen;Sulvik Glavavägen;;;;;
7471333;Tjärnheden Bytespunkt;84252;Sulvik Macken;Sulvik Macken;;;;;
7400508;Tolita station;84251;Sulvik Åmotforsvägen;Sulvik Åmotforsvägen;;;;;
7456972;Tolitavägen;84305;Sulviks skola;Sulviks skola;;;;;
7457911;Tollerud;83127;Sund (Hagfors);Sund (Hagfors);;;;;
7458689;Toltan;83128;Sund (Sunnemo);Sund (Sunnemo);;;;;
7411633;Tonerud;81370;Sundby;Sundby;;;;;
7457494;Tonerud;64046;Sundet (VTAB);Sundet (VTAB);;;;;
7471496;Toppstavägen;83129;Sundfall;Sundfall;;;;;
7456965;Torestavägen;83130;Sundheden;Sundheden;;;;;
7457298;Torp;30056;Sundshagsfors;Sundshagsfors;;;;;
7457355;Torp;83131;Sundsjön;Sundsjön;;;;;
7458249;Torpa;60100;Sundstorp (Bjurtjärn);Sundstorp (Bjurtjärn);;;;;
7457044;Torpetvägen;80648;Sundvägen;Sundvägen;;;;;
7411641;Torsberg;66151;Sunne Brobygrafiska;Sunne Brobygrafiska;;;;;
7457173;Torsby Alstigen;66071;Sunne Fryxellska skolan;Sunne Fryxellska skolan;;;;;
7457171;Torsby Bergsängsvägen;66141;Sunne Hagen;Sunne Hagen;;;;;
7471334;Torsby Bibliotek;66074;Sunne Hotell Selma Lagerlöf;Sunne Hotell Selma Lagerlöf;;;;;
7457121;Torsby Björklundavägen;66075;Sunne Isbjörnsvägen;Sunne Isbjörnsvägen;;;;;
